"standard_region_code","municipality_name","municipality_romaji","prefecture_code","prefecture_name"
"01101","札幌市中央区","SAPPORO SHI CHUO KU","01","北海道"
"01102","札幌市北区","SAPPORO SHI KITA KU","01","北海道"
"01103","札幌市東区","SAPPORO SHI HIGASHI KU","01","北海道"
"01104","札幌市白石区","SAPPORO SHI SHIROISHI KU","01","北海道"
"01105","札幌市豊平区","SAPPORO SHI TOYOHIRA KU","01","北海道"
"01106","札幌市南区","SAPPORO SHI MINAMI KU","01","北海道"
"01107","札幌市西区","SAPPORO SHI NISHI KU","01","北海道"
"01108","札幌市厚別区","SAPPORO SHI ATSUBETSU KU","01","北海道"
"01109","札幌市手稲区","SAPPORO SHI TEINE KU","01","北海道"
"01110","札幌市清田区","SAPPORO SHI KIYOTA KU","01","北海道"
"01202","函館市","HAKODATE SHI","01","北海道"
"01203","小樽市","OTARU SHI","01","北海道"
"01204","旭川市","ASAHIKAWA SHI","01","北海道"
"01205","室蘭市","MURORAN SHI","01","北海道"
"01206","釧路市","KUSHIRO SHI","01","北海道"
"01207","帯広市","OBIHIRO SHI","01","北海道"
"01208","北見市","KITAMI SHI","01","北海道"
"01209","夕張市","YUBARI SHI","01","北海道"
"01210","岩見沢市","IWAMIZAWA SHI","01","北海道"
"01211","網走市","ABASHIRI SHI","01","北海道"
"01212","留萌市","RUMOI SHI","01","北海道"
"01213","苫小牧市","TOMAKOMAI SHI","01","北海道"
"01214","稚内市","WAKKANAI SHI","01","北海道"
"01215","美唄市","BIBAI SHI","01","北海道"
"01216","芦別市","ASHIBETSU SHI","01","北海道"
"01217","江別市","EBETSU SHI","01","北海道"
"01218","赤平市","AKABIRA SHI","01","北海道"
"01219","紋別市","MOMBETSU SHI","01","北海道"
"01220","士別市","SHIBETSU SHI","01","北海道"
"01221","名寄市","NAYORO SHI","01","北海道"
"01222","三笠市","MIKASA SHI","01","北海道"
"01223","根室市","NEMURO SHI","01","北海道"
"01224","千歳市","CHITOSE SHI","01","北海道"
"01225","滝川市","TAKIKAWA SHI","01","北海道"
"01226","砂川市","SUNAGAWA SHI","01","北海道"
"01227","歌志内市","UTASHINAI SHI","01","北海道"
"01228","深川市","FUKAGAWA SHI","01","北海道"
"01229","富良野市","FURANO SHI","01","北海道"
"01230","登別市","NOBORIBETSU SHI","01","北海道"
"01231","恵庭市","ENIWA SHI","01","北海道"
"01233","伊達市","DATE SHI","01","北海道"
"01234","北広島市","KITAHIROSHIMA SHI","01","北海道"
"01235","石狩市","ISHIKARI SHI","01","北海道"
"01236","北斗市","HOKUTO SHI","01","北海道"
"01303","石狩郡当別町","ISHIKARI GUN TOBETSU CHO","01","北海道"
"01304","石狩郡新篠津村","ISHIKARI GUN SHINSHINOTSU MURA","01","北海道"
"01331","松前郡松前町","MATSUMAE GUN MATSUMAE CHO","01","北海道"
"01332","松前郡福島町","MATSUMAE GUN FUKUSHIMA CHO","01","北海道"
"01333","上磯郡知内町","KAMIISO GUN SHIRIUCHI CHO","01","北海道"
"01334","上磯郡木古内町","KAMIISO GUN KIKONAI CHO","01","北海道"
"01337","亀田郡七飯町","KAMEDA GUN NANAE CHO","01","北海道"
"01343","茅部郡鹿部町","KAYABE GUN SHIKABE CHO","01","北海道"
"01345","茅部郡森町","KAYABE GUN MORI MACHI","01","北海道"
"01346","二海郡八雲町","FUTAMI GUN YAKUMO CHO","01","北海道"
"01347","山越郡長万部町","YAMAKOSHI GUN OSHAMAMBE CHO","01","北海道"
"01361","檜山郡江差町","HIYAMA GUN ESASHI CHO","01","北海道"
"01362","檜山郡上ノ国町","HIYAMA GUN KAMINOKUNI CHO","01","北海道"
"01363","檜山郡厚沢部町","HIYAMA GUN ASSABU CHO","01","北海道"
"01364","爾志郡乙部町","NISHI GUN OTOBE CHO","01","北海道"
"01367","奥尻郡奥尻町","OKUSHIRI GUN OKUSHIRI CHO","01","北海道"
"01370","瀬棚郡今金町","SETANA GUN IMAKANE CHO","01","北海道"
"01371","久遠郡せたな町","KUDO GUN SETANA CHO","01","北海道"
"01391","島牧郡島牧村","SHIMAMAKI GUN SHIMAMAKI MURA","01","北海道"
"01392","寿都郡寿都町","SUTTSU GUN SUTTSU CHO","01","北海道"
"01393","寿都郡黒松内町","SUTTSU GUN KUROMATSUNAI CHO","01","北海道"
"01394","磯谷郡蘭越町","ISOYA GUN RANKOSHI CHO","01","北海道"
"01395","虻田郡ニセコ町","ABUTA GUN NISEKO CHO","01","北海道"
"01396","虻田郡真狩村","ABUTA GUN MAKKARI MURA","01","北海道"
"01397","虻田郡留寿都村","ABUTA GUN RUSUTSU MURA","01","北海道"
"01398","虻田郡喜茂別町","ABUTA GUN KIMOBETSU CHO","01","北海道"
"01399","虻田郡京極町","ABUTA GUN KYOGOKU CHO","01","北海道"
"01400","虻田郡倶知安町","ABUTA GUN KUTCHAN CHO","01","北海道"
"01401","岩内郡共和町","IWANAI GUN KYOWA CHO","01","北海道"
"01402","岩内郡岩内町","IWANAI GUN IWANAI CHO","01","北海道"
"01403","古宇郡泊村","FURU GUN TOMARI MURA","01","北海道"
"01404","古宇郡神恵内村","FURU GUN KAMOENAI MURA","01","北海道"
"01405","積丹郡積丹町","SHAKOTAN GUN SHAKOTAN CHO","01","北海道"
"01406","古平郡古平町","FURUBIRA GUN FURUBIRA CHO","01","北海道"
"01407","余市郡仁木町","YOICHI GUN NIKI CHO","01","北海道"
"01408","余市郡余市町","YOICHI GUN YOICHI CHO","01","北海道"
"01409","余市郡赤井川村","YOICHI GUN AKAIGAWA MURA","01","北海道"
"01423","空知郡南幌町","SORACHI GUN NAMPORO CHO","01","北海道"
"01424","空知郡奈井江町","SORACHI GUN NAIE CHO","01","北海道"
"01425","空知郡上砂川町","SORACHI GUN KAMISUNAGAWA CHO","01","北海道"
"01427","夕張郡由仁町","YUBARI GUN YUNI CHO","01","北海道"
"01428","夕張郡長沼町","YUBARI GUN NAGANUMA CHO","01","北海道"
"01429","夕張郡栗山町","YUBARI GUN KURIYAMA CHO","01","北海道"
"01430","樺戸郡月形町","KABATO GUN TSUKIGATA CHO","01","北海道"
"01431","樺戸郡浦臼町","KABATO GUN URAUSU CHO","01","北海道"
"01432","樺戸郡新十津川町","KABATO GUN SHINTOTSUKAWA CHO","01","北海道"
"01433","雨竜郡妹背牛町","URYU GUN MOSEUSHI CHO","01","北海道"
"01434","雨竜郡秩父別町","URYU GUN CHIPPUBETSU CHO","01","北海道"
"01436","雨竜郡雨竜町","URYU GUN URYU CHO","01","北海道"
"01437","雨竜郡北竜町","URYU GUN HOKURYU CHO","01","北海道"
"01438","雨竜郡沼田町","URYU GUN NUMATA CHO","01","北海道"
"01452","上川郡鷹栖町","KAMIKAWA GUN TAKASU CHO","01","北海道"
"01453","上川郡東神楽町","KAMIKAWA GUN HIGASHIKAGURA CHO","01","北海道"
"01454","上川郡当麻町","KAMIKAWA GUN TOMA CHO","01","北海道"
"01455","上川郡比布町","KAMIKAWA GUN PIPPU CHO","01","北海道"
"01456","上川郡愛別町","KAMIKAWA GUN AIBETSU CHO","01","北海道"
"01457","上川郡上川町","KAMIKAWA GUN KAMIKAWA CHO","01","北海道"
"01458","上川郡東川町","KAMIKAWA GUN HIGASHIKAWA CHO","01","北海道"
"01459","上川郡美瑛町","KAMIKAWA GUN BIEI CHO","01","北海道"
"01460","空知郡上富良野町","SORACHI GUN KAMIFURANO CHO","01","北海道"
"01461","空知郡中富良野町","SORACHI GUN NAKAFURANO CHO","01","北海道"
"01462","空知郡南富良野町","SORACHI GUN MINAMIFURANO CHO","01","北海道"
"01463","勇払郡占冠村","YUFUTSU GUN SHIMUKAPPU MURA","01","北海道"
"01464","上川郡和寒町","KAMIKAWA GUN WASSAMU CHO","01","北海道"
"01465","上川郡剣淵町","KAMIKAWA GUN KEMBUCHI CHO","01","北海道"
"01468","上川郡下川町","KAMIKAWA GUN SHIMOKAWA CHO","01","北海道"
"01469","中川郡美深町","NAKAGAWA GUN BIFUKA CHO","01","北海道"
"01470","中川郡音威子府村","NAKAGAWA GUN OTOINEPPU MURA","01","北海道"
"01471","中川郡中川町","NAKAGAWA GUN NAKAGAWA CHO","01","北海道"
"01472","雨竜郡幌加内町","URYU GUN HOROKANAI CHO","01","北海道"
"01481","増毛郡増毛町","MASHIKE GUN MASHIKE CHO","01","北海道"
"01482","留萌郡小平町","RUMOI GUN OBIRA CHO","01","北海道"
"01483","苫前郡苫前町","TOMAMAE GUN TOMAMAE CHO","01","北海道"
"01484","苫前郡羽幌町","TOMAMAE GUN HABORO CHO","01","北海道"
"01485","苫前郡初山別村","TOMAMAE GUN SHOSAMBETSU MURA","01","北海道"
"01486","天塩郡遠別町","TESHIO GUN EMBETSU CHO","01","北海道"
"01487","天塩郡天塩町","TESHIO GUN TESHIO CHO","01","北海道"
"01511","宗谷郡猿払村","SOYA GUN SARUFUTSU MURA","01","北海道"
"01512","枝幸郡浜頓別町","ESASHI GUN HAMATOMBETSU CHO","01","北海道"
"01513","枝幸郡中頓別町","ESASHI GUN NAKATOMBETSU CHO","01","北海道"
"01514","枝幸郡枝幸町","ESASHI GUN ESASHI CHO","01","北海道"
"01516","天塩郡豊富町","TESHIO GUN TOYOTOMI CHO","01","北海道"
"01517","礼文郡礼文町","REBUN GUN REBUN CHO","01","北海道"
"01518","利尻郡利尻町","RISHIRI GUN RISHIRI CHO","01","北海道"
"01519","利尻郡利尻富士町","RISHIRI GUN RISHIRIFUJI CHO","01","北海道"
"01520","天塩郡幌延町","TESHIO GUN HORONOBE CHO","01","北海道"
"01543","網走郡美幌町","ABASHIRI GUN BIHORO CHO","01","北海道"
"01544","網走郡津別町","ABASHIRI GUN TSUBETSU CHO","01","北海道"
"01545","斜里郡斜里町","SHARI GUN SHARI CHO","01","北海道"
"01546","斜里郡清里町","SHARI GUN KIYOSATO CHO","01","北海道"
"01547","斜里郡小清水町","SHARI GUN KOSHIMIZU CHO","01","北海道"
"01549","常呂郡訓子府町","TOKORO GUN KUNNEPPU CHO","01","北海道"
"01550","常呂郡置戸町","TOKORO GUN OKETO CHO","01","北海道"
"01552","常呂郡佐呂間町","TOKORO GUN SAROMA CHO","01","北海道"
"01555","紋別郡遠軽町","MOMBETSU GUN ENGARU CHO","01","北海道"
"01559","紋別郡湧別町","MOMBETSU GUN YUBETSU CHO","01","北海道"
"01560","紋別郡滝上町","MOMBETSU GUN TAKINOE CHO","01","北海道"
"01561","紋別郡興部町","MOMBETSU GUN OKOPPE CHO","01","北海道"
"01562","紋別郡西興部村","MOMBETSU GUN NISHIOKOPPE MURA","01","北海道"
"01563","紋別郡雄武町","MOMBETSU GUN OMU CHO","01","北海道"
"01564","網走郡大空町","ABASHIRI GUN OZORA CHO","01","北海道"
"01571","虻田郡豊浦町","ABUTA GUN TOYORA CHO","01","北海道"
"01575","有珠郡壮瞥町","USU GUN SOBETSU CHO","01","北海道"
"01578","白老郡白老町","SHIRAOI GUN SHIRAOI CHO","01","北海道"
"01581","勇払郡厚真町","YUFUTSU GUN ATSUMA CHO","01","北海道"
"01584","虻田郡洞爺湖町","ABUTA GUN TOYAKO CHO","01","北海道"
"01585","勇払郡安平町","YUFUTSU GUN ABIRA CHO","01","北海道"
"01586","勇払郡むかわ町","YUFUTSU GUN MUKAWA CHO","01","北海道"
"01601","沙流郡日高町","SARU GUN HIDAKA CHO","01","北海道"
"01602","沙流郡平取町","SARU GUN BIRATORI CHO","01","北海道"
"01604","新冠郡新冠町","NIIKAPPU GUN NIIKAPPU CHO","01","北海道"
"01607","浦河郡浦河町","URAKAWA GUN URAKAWA CHO","01","北海道"
"01608","様似郡様似町","SAMANI GUN SAMANI CHO","01","北海道"
"01609","幌泉郡えりも町","HOROIZUMI GUN ERIMO CHO","01","北海道"
"01610","日高郡新ひだか町","HIDAKA GUN SHINHIDAKA CHO","01","北海道"
"01631","河東郡音更町","KATO GUN OTOFUKE CHO","01","北海道"
"01632","河東郡士幌町","KATO GUN SHIHORO CHO","01","北海道"
"01633","河東郡上士幌町","KATO GUN KAMISHIHORO CHO","01","北海道"
"01634","河東郡鹿追町","KATO GUN SHIKAOI CHO","01","北海道"
"01635","上川郡新得町","KAMIKAWA GUN SHINTOKU CHO","01","北海道"
"01636","上川郡清水町","KAMIKAWA GUN SHIMIZU CHO","01","北海道"
"01637","河西郡芽室町","KASAI GUN MEMURO CHO","01","北海道"
"01638","河西郡中札内村","KASAI GUN NAKASATSUNAI MURA","01","北海道"
"01639","河西郡更別村","KASAI GUN SARABETSU MURA","01","北海道"
"01641","広尾郡大樹町","HIRO GUN TAIKI CHO","01","北海道"
"01642","広尾郡広尾町","HIRO GUN HIRO CHO","01","北海道"
"01643","中川郡幕別町","NAKAGAWA GUN MAKUBETSU CHO","01","北海道"
"01644","中川郡池田町","NAKAGAWA GUN IKEDA CHO","01","北海道"
"01645","中川郡豊頃町","NAKAGAWA GUN TOYOKORO CHO","01","北海道"
"01646","中川郡本別町","NAKAGAWA GUN HOMBETSU CHO","01","北海道"
"01647","足寄郡足寄町","ASHORO GUN ASHORO CHO","01","北海道"
"01648","足寄郡陸別町","ASHORO GUN RIKUBETSU CHO","01","北海道"
"01649","十勝郡浦幌町","TOKACHI GUN URAHORO CHO","01","北海道"
"01661","釧路郡釧路町","KUSHIRO GUN KUSHIRO CHO","01","北海道"
"01662","厚岸郡厚岸町","AKKESHI GUN AKKESHI CHO","01","北海道"
"01663","厚岸郡浜中町","AKKESHI GUN HAMANAKA CHO","01","北海道"
"01664","川上郡標茶町","KAWAKAMI GUN SHIBECHA CHO","01","北海道"
"01665","川上郡弟子屈町","KAWAKAMI GUN TESHIKAGA CHO","01","北海道"
"01667","阿寒郡鶴居村","AKAN GUN TSURUI MURA","01","北海道"
"01668","白糠郡白糠町","SHIRANUKA GUN SHIRANUKA CHO","01","北海道"
"01691","野付郡別海町","NOTSUKE GUN BETSUKAI CHO","01","北海道"
"01692","標津郡中標津町","SHIBETSU GUN NAKASHIBETSU CHO","01","北海道"
"01693","標津郡標津町","SHIBETSU GUN SHIBETSU CHO","01","北海道"
"01694","目梨郡羅臼町","MENASHI GUN RAUSU CHO","01","北海道"
"02201","青森市","AOMORI SHI","02","青森県"
"02202","弘前市","HIROSAKI SHI","02","青森県"
"02203","八戸市","HACHINOHE SHI","02","青森県"
"02204","黒石市","KUROISHI SHI","02","青森県"
"02205","五所川原市","GOSHOGAWARA SHI","02","青森県"
"02206","十和田市","TOWADA SHI","02","青森県"
"02207","三沢市","MISAWA SHI","02","青森県"
"02208","むつ市","MUTSU SHI","02","青森県"
"02209","つがる市","TSUGARU SHI","02","青森県"
"02210","平川市","HIRAKAWA SHI","02","青森県"
"02301","東津軽郡平内町","HIGASHITSUGARU GUN HIRANAI MACHI","02","青森県"
"02303","東津軽郡今別町","HIGASHITSUGARU GUN IMABETSU MACHI","02","青森県"
"02304","東津軽郡蓬田村","HIGASHITSUGARU GUN YOMOGITA MURA","02","青森県"
"02307","東津軽郡外ヶ浜町","HIGASHITSUGARU GUN SOTOGAHAMA MACHI","02","青森県"
"02321","西津軽郡鰺ヶ沢町","NISHITSUGARU GUN AJIGASAWA MACHI","02","青森県"
"02323","西津軽郡深浦町","NISHITSUGARU GUN FUKAURA MACHI","02","青森県"
"02343","中津軽郡西目屋村","NAKATSUGARU GUN NISHIMEYA MURA","02","青森県"
"02361","南津軽郡藤崎町","MINAMITSUGARU GUN FUJISAKI MACHI","02","青森県"
"02362","南津軽郡大鰐町","MINAMITSUGARU GUN OWANI MACHI","02","青森県"
"02367","南津軽郡田舎館村","MINAMITSUGARU GUN INAKADATE MURA","02","青森県"
"02381","北津軽郡板柳町","KITATSUGARU GUN ITAYANAGI MACHI","02","青森県"
"02384","北津軽郡鶴田町","KITATSUGARU GUN TSURUTA MACHI","02","青森県"
"02387","北津軽郡中泊町","KITATSUGARU GUN NAKADOMARI MACHI","02","青森県"
"02401","上北郡野辺地町","KAMIKITA GUN NOHEJI MACHI","02","青森県"
"02402","上北郡七戸町","KAMIKITA GUN SHICHINOHE MACHI","02","青森県"
"02405","上北郡六戸町","KAMIKITA GUN ROKUNOHE MACHI","02","青森県"
"02406","上北郡横浜町","KAMIKITA GUN YOKOHAMA MACHI","02","青森県"
"02408","上北郡東北町","KAMIKITA GUN TOHOKU MACHI","02","青森県"
"02411","上北郡六ヶ所村","KAMIKITA GUN ROKKASHO MURA","02","青森県"
"02412","上北郡おいらせ町","KAMIKITA GUN OIRASE CHO","02","青森県"
"02423","下北郡大間町","SHIMOKITA GUN OMA MACHI","02","青森県"
"02424","下北郡東通村","SHIMOKITA GUN HIGASHIDORI MURA","02","青森県"
"02425","下北郡風間浦村","SHIMOKITA GUN KAZAMAURA MURA","02","青森県"
"02426","下北郡佐井村","SHIMOKITA GUN SAI MURA","02","青森県"
"02441","三戸郡三戸町","SANNOHE GUN SANNOHE MACHI","02","青森県"
"02442","三戸郡五戸町","SANNOHE GUN GONOHE MACHI","02","青森県"
"02443","三戸郡田子町","SANNOHE GUN TAKKO MACHI","02","青森県"
"02445","三戸郡南部町","SANNOHE GUN NAMBU CHO","02","青森県"
"02446","三戸郡階上町","SANNOHE GUN HASHIKAMI CHO","02","青森県"
"02450","三戸郡新郷村","SANNOHE GUN SHINGO MURA","02","青森県"
"03201","盛岡市","MORIOKA SHI","03","岩手県"
"03202","宮古市","MIYAKO SHI","03","岩手県"
"03203","大船渡市","OFUNATO SHI","03","岩手県"
"03205","花巻市","HANAMAKI SHI","03","岩手県"
"03206","北上市","KITAKAMI SHI","03","岩手県"
"03207","久慈市","KUJI SHI","03","岩手県"
"03208","遠野市","TONO SHI","03","岩手県"
"03209","一関市","ICHINOSEKI SHI","03","岩手県"
"03210","陸前高田市","RIKUZENTAKATA SHI","03","岩手県"
"03211","釜石市","KAMAISHI SHI","03","岩手県"
"03213","二戸市","NINOHE SHI","03","岩手県"
"03214","八幡平市","HACHIMANTAI SHI","03","岩手県"
"03215","奥州市","OSHU SHI","03","岩手県"
"03216","滝沢市","TAKIZAWA SHI","03","岩手県"
"03301","岩手郡雫石町","IWATE GUN SHIZUKUISHI CHO","03","岩手県"
"03302","岩手郡葛巻町","IWATE GUN KUZUMAKI MACHI","03","岩手県"
"03303","岩手郡岩手町","IWATE GUN IWATE MACHI","03","岩手県"
"03321","紫波郡紫波町","SHIWA GUN SHIWA CHO","03","岩手県"
"03322","紫波郡矢巾町","SHIWA GUN YAHABA CHO","03","岩手県"
"03366","和賀郡西和賀町","WAGA GUN NISHIWAGA MACHI","03","岩手県"
"03381","胆沢郡金ケ崎町","ISAWA GUN KANEGASAKI CHO","03","岩手県"
"03402","西磐井郡平泉町","NISHIIWAI GUN HIRAIZUMI CHO","03","岩手県"
"03441","気仙郡住田町","KESEN GUN SUMITA CHO","03","岩手県"
"03461","上閉伊郡大槌町","KAMIHEI GUN OTSUCHI CHO","03","岩手県"
"03482","下閉伊郡山田町","SHIMOHEI GUN YAMADA MACHI","03","岩手県"
"03483","下閉伊郡岩泉町","SHIMOHEI GUN IWAIZUMI CHO","03","岩手県"
"03484","下閉伊郡田野畑村","SHIMOHEI GUN TANOHATA MURA","03","岩手県"
"03485","下閉伊郡普代村","SHIMOHEI GUN FUDAI MURA","03","岩手県"
"03501","九戸郡軽米町","KUNOHE GUN KARUMAI MACHI","03","岩手県"
"03503","九戸郡野田村","KUNOHE GUN NODA MURA","03","岩手県"
"03506","九戸郡九戸村","KUNOHE GUN KUNOHE MURA","03","岩手県"
"03507","九戸郡洋野町","KUNOHE GUN HIRONO CHO","03","岩手県"
"03524","二戸郡一戸町","NINOHE GUN ICHINOHE MACHI","03","岩手県"
"04101","仙台市青葉区","SENDAI SHI AOBA KU","04","宮城県"
"04102","仙台市宮城野区","SENDAI SHI MIYAGINO KU","04","宮城県"
"04103","仙台市若林区","SENDAI SHI WAKABAYASHI KU","04","宮城県"
"04104","仙台市太白区","SENDAI SHI TAIHAKU KU","04","宮城県"
"04105","仙台市泉区","SENDAI SHI IZUMI KU","04","宮城県"
"04202","石巻市","ISHINOMAKI SHI","04","宮城県"
"04203","塩竈市","SHIOGAMA SHI","04","宮城県"
"04205","気仙沼市","KESENNUMA SHI","04","宮城県"
"04206","白石市","SHIROISHI SHI","04","宮城県"
"04207","名取市","NATORI SHI","04","宮城県"
"04208","角田市","KAKUDA SHI","04","宮城県"
"04209","多賀城市","TAGAJO SHI","04","宮城県"
"04211","岩沼市","IWANUMA SHI","04","宮城県"
"04212","登米市","TOME SHI","04","宮城県"
"04213","栗原市","KURIHARA SHI","04","宮城県"
"04214","東松島市","HIGASHIMATSUSHIMA SHI","04","宮城県"
"04215","大崎市","OSAKI SHI","04","宮城県"
"04216","富谷市","TOMIYA SHI","04","宮城県"
"04301","刈田郡蔵王町","KATTA GUN ZAO MACHI","04","宮城県"
"04302","刈田郡七ヶ宿町","KATTA GUN SHICHIKASHUKU MACHI","04","宮城県"
"04321","柴田郡大河原町","SHIBATA GUN OGAWARA MACHI","04","宮城県"
"04322","柴田郡村田町","SHIBATA GUN MURATA MACHI","04","宮城県"
"04323","柴田郡柴田町","SHIBATA GUN SHIBATA MACHI","04","宮城県"
"04324","柴田郡川崎町","SHIBATA GUN KAWASAKI MACHI","04","宮城県"
"04341","伊具郡丸森町","IGU GUN MARUMORI MACHI","04","宮城県"
"04361","亘理郡亘理町","WATARI GUN WATARI CHO","04","宮城県"
"04362","亘理郡山元町","WATARI GUN YAMAMOTO CHO","04","宮城県"
"04401","宮城郡松島町","MIYAGI GUN MATSUSHIMA MACHI","04","宮城県"
"04404","宮城郡七ヶ浜町","MIYAGI GUN SHICHIGAHAMA MACHI","04","宮城県"
"04406","宮城郡利府町","MIYAGI GUN RIFU CHO","04","宮城県"
"04421","黒川郡大和町","KUROKAWA GUN TAIWA CHO","04","宮城県"
"04422","黒川郡大郷町","KUROKAWA GUN OSATO CHO","04","宮城県"
"04424","黒川郡大衡村","KUROKAWA GUN OHIRA MURA","04","宮城県"
"04444","加美郡色麻町","KAMI GUN SHIKAMA CHO","04","宮城県"
"04445","加美郡加美町","KAMI GUN KAMI MACHI","04","宮城県"
"04501","遠田郡涌谷町","TODA GUN WAKUYA CHO","04","宮城県"
"04505","遠田郡美里町","TODA GUN MISATO MACHI","04","宮城県"
"04581","牡鹿郡女川町","OSHIKA GUN ONAGAWA CHO","04","宮城県"
"04606","本吉郡南三陸町","MOTOYOSHI GUN MINAMISANRIKU CHO","04","宮城県"
"05201","秋田市","AKITA SHI","05","秋田県"
"05202","能代市","NOSHIRO SHI","05","秋田県"
"05203","横手市","YOKOTE SHI","05","秋田県"
"05204","大館市","ODATE SHI","05","秋田県"
"05206","男鹿市","OGA SHI","05","秋田県"
"05207","湯沢市","YUZAWA SHI","05","秋田県"
"05209","鹿角市","KAZUNO SHI","05","秋田県"
"05210","由利本荘市","YURIHONJO SHI","05","秋田県"
"05211","潟上市","KATAGAMI SHI","05","秋田県"
"05212","大仙市","DAISEN SHI","05","秋田県"
"05213","北秋田市","KITAAKITA SHI","05","秋田県"
"05214","にかほ市","NIKAHO SHI","05","秋田県"
"05215","仙北市","SEMBOKU SHI","05","秋田県"
"05303","鹿角郡小坂町","KAZUNO GUN KOSAKA MACHI","05","秋田県"
"05327","北秋田郡上小阿仁村","KITAAKITA GUN KAMIKOANI MURA","05","秋田県"
"05346","山本郡藤里町","YAMAMOTO GUN FUJISATO MACHI","05","秋田県"
"05348","山本郡三種町","YAMAMOTO GUN MITANE CHO","05","秋田県"
"05349","山本郡八峰町","YAMAMOTO GUN HAPPO CHO","05","秋田県"
"05361","南秋田郡五城目町","MINAMIAKITA GUN GOJOME MACHI","05","秋田県"
"05363","南秋田郡八郎潟町","MINAMIAKITA GUN HACHIROGATA MACHI","05","秋田県"
"05366","南秋田郡井川町","MINAMIAKITA GUN IKAWA MACHI","05","秋田県"
"05368","南秋田郡大潟村","MINAMIAKITA GUN OGATA MURA","05","秋田県"
"05434","仙北郡美郷町","SEMBOKU GUN MISATO CHO","05","秋田県"
"05463","雄勝郡羽後町","OGACHI GUN UGO MACHI","05","秋田県"
"05464","雄勝郡東成瀬村","OGACHI GUN HIGASHINARUSE MURA","05","秋田県"
"06201","山形市","YAMAGATA SHI","06","山形県"
"06202","米沢市","YONEZAWA SHI","06","山形県"
"06203","鶴岡市","TSURUOKA SHI","06","山形県"
"06204","酒田市","SAKATA SHI","06","山形県"
"06205","新庄市","SHINJO SHI","06","山形県"
"06206","寒河江市","SAGAE SHI","06","山形県"
"06207","上山市","KAMINOYAMA SHI","06","山形県"
"06208","村山市","MURAYAMA SHI","06","山形県"
"06209","長井市","NAGAI SHI","06","山形県"
"06210","天童市","TENDO SHI","06","山形県"
"06211","東根市","HIGASHINE SHI","06","山形県"
"06212","尾花沢市","OBANAZAWA SHI","06","山形県"
"06213","南陽市","NANYO SHI","06","山形県"
"06301","東村山郡山辺町","HIGASHIMURAYAMA GUN YAMANOBE MACHI","06","山形県"
"06302","東村山郡中山町","HIGASHIMURAYAMA GUN NAKAYAMA MACHI","06","山形県"
"06321","西村山郡河北町","NISHIMURAYAMA GUN KAHOKU CHO","06","山形県"
"06322","西村山郡西川町","NISHIMURAYAMA GUN NISHIKAWA MACHI","06","山形県"
"06323","西村山郡朝日町","NISHIMURAYAMA GUN ASAHI MACHI","06","山形県"
"06324","西村山郡大江町","NISHIMURAYAMA GUN OE MACHI","06","山形県"
"06341","北村山郡大石田町","KITAMURAYAMA GUN OISHIDA MACHI","06","山形県"
"06361","最上郡金山町","MOGAMI GUN KANEYAMA MACHI","06","山形県"
"06362","最上郡最上町","MOGAMI GUN MOGAMI MACHI","06","山形県"
"06363","最上郡舟形町","MOGAMI GUN FUNAGATA MACHI","06","山形県"
"06364","最上郡真室川町","MOGAMI GUN MAMUROGAWA MACHI","06","山形県"
"06365","最上郡大蔵村","MOGAMI GUN OKURA MURA","06","山形県"
"06366","最上郡鮭川村","MOGAMI GUN SAKEGAWA MURA","06","山形県"
"06367","最上郡戸沢村","MOGAMI GUN TOZAWA MURA","06","山形県"
"06381","東置賜郡高畠町","HIGASHIOKITAMA GUN TAKAHATA MACHI","06","山形県"
"06382","東置賜郡川西町","HIGASHIOKITAMA GUN KAWANISHI MACHI","06","山形県"
"06401","西置賜郡小国町","NISHIOKITAMA GUN OGUNI MACHI","06","山形県"
"06402","西置賜郡白鷹町","NISHIOKITAMA GUN SHIRATAKA MACHI","06","山形県"
"06403","西置賜郡飯豊町","NISHIOKITAMA GUN IIDE MACHI","06","山形県"
"06426","東田川郡三川町","HIGASHITAGAWA GUN MIKAWA MACHI","06","山形県"
"06428","東田川郡庄内町","HIGASHITAGAWA GUN SHONAI MACHI","06","山形県"
"06461","飽海郡遊佐町","AKUMI GUN YUZA MACHI","06","山形県"
"07201","福島市","FUKUSHIMA SHI","07","福島県"
"07202","会津若松市","AIZUWAKAMATSU SHI","07","福島県"
"07203","郡山市","KORIYAMA SHI","07","福島県"
"07204","いわき市","IWAKI SHI","07","福島県"
"07205","白河市","SHIRAKAWA SHI","07","福島県"
"07207","須賀川市","SUKAGAWA SHI","07","福島県"
"07208","喜多方市","KITAKATA SHI","07","福島県"
"07209","相馬市","SOMA SHI","07","福島県"
"07210","二本松市","NIHOMMATSU SHI","07","福島県"
"07211","田村市","TAMURA SHI","07","福島県"
"07212","南相馬市","MINAMISOMA SHI","07","福島県"
"07213","伊達市","DATE SHI","07","福島県"
"07214","本宮市","MOTOMIYA SHI","07","福島県"
"07301","伊達郡桑折町","DATE GUN KORI MACHI","07","福島県"
"07303","伊達郡国見町","DATE GUN KUNIMI MACHI","07","福島県"
"07308","伊達郡川俣町","DATE GUN KAWAMATA MACHI","07","福島県"
"07322","安達郡大玉村","ADACHI GUN OTAMA MURA","07","福島県"
